query,label,classification
"Compre americano e contrate americano são os princípios básicos do meu governo, que é: EMPREGOS, EMPREGOS, EMPREGOS _ https://t.co/Q8UqHmcrIz",0,1
"  Cara  é de sapatão, mas o coração é de mocinha  https://t.co/os34PYlGT9",1,1
"- Vou lavar minha Blusa do curso que eu deixei de molho pois branco é Lindo mais suja pra Kct, depois fazer meu cabelo",0,0
"E porque hoje é quinta-feira, a P decidiu entrevistar o Cavaco. Serviço público seria, pelo menos, respeitarem a memória de Zeca Afonso...",0,0
"ELE NÃO PRECISA DE SOLUÇÃO, PRECISA SER ACEITO. HOMOFOBIA: ATÉ QUANDO? https://t.co/f8BaQzVtN8",1,0
 mas não quer dizer que quando não sabias o que eram equações trigonométricas te estavam a esconder,0,0
"Qnd as feministas vierem me ofender, não vou nem rebater, só vou dar .",0,1
"A esquerda é assim, lamenta a morte de bandidos mas diz 'matou pouco' pra genocidas. Depois do 'Stalin matou foi po _ https://t.co/g2rItoeyTF",1,1
o que adianta vc dizer que sente pena e não consegue refutar uma só linha do que falo???? Isso é uma tática para o _ https://t.co/sZT99syPKl,0,0
"O Facebook caiu justo agora que eu ia compartilhar aquela imagem pra doar 0,056442 centavos pra um coral de crianças mudas sem cabelo",1,0
"  nossa miga, cê acha mesmo que a vida de um negro é mais fácil? tu não sabe o que é preconceito.",0,1
DISTRIBUÍ NO PROTESTO ONTEM KKKK A CULPA NÃO É MINHA HEIN http://t.co/at193MaRgK,0,0
MULHERÃO DA PORRA. VÉIO https://t.co/otxnHF2Jas,0,0
O CDS avisou Centeno das 'consequências penais' de mentir ao Parlamento. Mas está algum ex-deputado do CDS preso?!...,1,0
" não sei, nunca vi o desenho em questão, porém se é para idades que não podem ver beijo gay também nã _ https://t.co/dnOVsMiBa5",1,0
Se foderam seus fdp https://t.co/9qmb3aeEuY,1,1
A cadeira com o copo certamente é do lula https://t.co/cNGQ6nRgYy,1,0
"Gente, sapatão é uma coisa q me assusta https://t.co/hYXY938g3G",1,1
"Queremos liberação de armas, drogas e prostituição, pela família!",1,0
A hipocrisia esquerdista em sua mais alta essência aqui. Somos nós que temos ódio  VAI DAÍ PORRA https://t.co/Rchflhftvg,1,1
  kkkkkkkkkkkkkkk  a abelha sempre voltaaaa  rsrs,0,0
" não deveria, mas usa.",0,0
"  Quando João Kleber faz na Rede TV=Putaria, Mau Gosto, Baixaria Quando fazem na Globo=Ousadia, Arte, Tapa na cada da soc _",0,0
Esse é aquele padre que deu uma Pajero pro pai de um menino que o acusou de pedofilia... https://t.co/U8FE9gkOEg,0,0
"Comece seu apoio a este cinema que rejeitou #BelaEAFera , compartilhando e deixando seu Repúdio é... https://t.co/KXerTYJh3X",1,0
A coisa q mais me da odio na vida é mulher machista. Qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb,1,1
" :) lindooooooo, eu que reviso.. da uma lida quando puder",0,0
"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!",0,0
Educação eu tenho O que não tenho é paciência. —_ drinking Coca-Cola Angola,0,0
 Sem islamismo elas estariam na praia / com o islamismo elas tao de luto https://t.co/BN32XT9Jw7,1,1
Como se cria cotas para algo que é livre pra qq um fazer???? Bateu a dúvida aqui https://t.co/kSZB6g5eGA,1,1
Como se os russos precisassem de novos motivos para beber https://t.co/jy2l8UCD6o,0,0
"cara, fazer ilações sobre a minha dieta alimentar é fácil! Eu quero ver é você refutar o que falei com fatos, lógic _ https://t.co/H27NgM7yJC",0,0
Dica do dia! http://t.co/GK2zVuBEcS,0,0
O FBI é totalmente incapaz de parar os 'infiltrados' na segurança nacional que permearam nosso governo por muito te _ https://t.co/DK69kTQXud,0,0
Passando aqui pra desejar feliz #DiadaMulher  pra quem é mulher desde o ultrassom,0,0
  O BARCELONA EXPLICANDO A VITÓRIA: VIMOS O ADVERSÁRIO TODO DE BRANCO E ACHAMOS  QUE ERA O REAL MADRID...,0,0
Da mesma forma q eu enfio o pau em algumas pessoas (mulheres) e outras não (homens). Chama-se: escolha pessoal e vt _ https://t.co/kC758QQaq8,1,1
" isso! A mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não comp _ https://t.co/8NjZxoMtV5",0,0
  Vamos levantar a hastag #IvesGandraFilhoMinistroSTF  Agora é pressão total  Copie e poste na sua timeline! ,0,0
  Bancada 'feminina' aproveita dia int. da mulher para criar fundo com nome bonitinho para financiar o... ABOO! Legal né? _,1,0
"se alguém quiser piteu, está aqui um grupo de fufas para vocês",1,1
Filtro Branco para Coador Hario V60 - 02... Apenas R$62.00 Acesse https://t.co/94qzFbuWyX #Casa #oferta #desconto _ https://t.co/1MfsVXQSc9,0,0
  Não concordo https://t.co/BHcivmLAmk,0,0
"A outra lá fica de cara feia. Aí se abre toda com a droga do sertanejo. Mulher burra, viu? #bbb17",1,1
 o que eu conheço de sapatão racista.....,1,1
 Tem que ser muito capacho de ideologia p/ apoiar uma cultura q apedreja e açoita mulheres só porque a _ https://t.co/FYKFJoRN89,1,1
Desejou feliz dia das mulé o cara q chama mulher de burra o resto do ano,0,1
"  Indignação geral com a denúncia contra Obama: ele jamais grampearia Trump. Espionou o mundo inteiro, mas foi sem querer.",0,0
  O mais surpreendente nessa história da filha da Maria do Rosário é saber que a deputada não é virgem,1,0
I Seminário Feminista Sobre Encarceramento O encarceramento de mulheres é um fenômeno que nos últimos anos vem... https://t.co/Bja9VBu24l,0,0
PNR e comunicação social O PNR é o único partido que mantém um activismo permanente e crescente https://t.co/WU5PfogL4x,0,0
a maconha que te faz rir é a mesma que faz sua mãe chorar,0,0
"Algarvios, a caravana está a caminho. E o grego do Batáguas também. Auditório Verde, 22h. Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR",0,0
"feliz dia do 'eu to gorda, feia e inchada' feliz dia da TPM meninas",1,1
"O retrato disso? A juventude atual, que vos mostro aqui todos os dias, a mesma presente nos protestos esquerdistas _ https://t.co/FqQxt1eviX",0,0
"Nas redes sociais, as ativistas criaram uma 'vaquinha' para ajudar no pagamento das dívidas. Até a publicação... https://t.co/x7laK54K62",1,0
"Indo dormir ao som de uma linda música, e da crença de que sim, o que é verdadeiro é para sempre. http://bit.ly/afKiXa",0,0
Grande primeira parte. Continuo a acreditar. VAMOS CARALHO! #BVBSLB,0,0
Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf,1,0
"  A Esquerda está trabalhando a todo vapor para aprovar a legalização da maior agressão ao universo feminino, o aborto. #PL _",0,0
  esse branco de merda....,1,1
" Gtdá uma fuçada lá, primeiro livro da minha amiga  www.aescritoraeomusico.blogspot.com (eu reviso)",0,0
  Ganhar elogio da   Já ganhei a noite!  https://t.co/88OKwZEtdR,0,0
Falei mal de macho e no DIA DA MULHER tava falando deles mas que burra n é msm,1,1
Lugares comuns do Sistema  https://t.co/rslr3x30TY#GNR #PNR #RenovarPortugal,0,0
"Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !",1,0
"COISA DE ENRUSTIDO, HOMEM QUE É HOMEM APRECIA O GOSTO NATURAL DA RATA #JoaquinResponde https://t.co/pJjn2Gvmwa",1,0
 foi o vermelho e branco com esfera de raio,0,0
  6- emily fields só se fode emaya era lindo sim  maria sapatão merece bem mais  ela toma tanto no cu que as vezes eu acho qu _,0,1
"  tem problema não, pode pegar qq outra crítica pra colocar ali no lugar do prosa livre q da no mesmo.",0,0
 Um    Pra vc que desmaia qdo tira sangue ... Chegou o Plano OdontoMacho: http://307.to/fnj /(via ,0,0
Gostamos de errar!,0,0
"Ouviu,  ? Militar não sai disparando a esmo... https://t.co/MYEpw842bH",0,0
Discurso de Pedro Godinho | 10 de Junho https://t.co/uNUg2iwZh1#RenovarPortugal #PNR #Portugal,0,0
Aeroporto Mário Soares só faria sentido se fosse na Ota ou em Macau...,0,0
"' Burra é a mulher que aceita ser Amante Pois valorizar um traidor , Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !",0,1
LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SOE.  #JoaquinResponde https://t.co/wLGmY4Tg1D,1,0
Pois vou para Angola e não quero deixá-lo pendurado,0,0
"  Associação de fufas, narcóticos e alcoólicos da António Arroio https://t.co/lN7RAhc3ZM",1,1
#MinhaDorImporta 'esses furos na orelha é coisa de 'sapatão'',1,1
GENTE ME ADD AI http://t.co/s9o47AKx,0,0
Melhor Jornalista do Brasil. https://t.co/DOEFlSFgQQ,0,0
DOMINGO 19:32 ESCONDE O REVOLVER PAGA AS PROSTITUTA TIRA O FILME PORNÔ COLOCAR NA REDE VIDA CHÁ DE BOLDO DECLARO ENCERRADO O FINAL DE SEMANA,1,0
" boicota e xinga a PM DA BAHIA mas só sai para o show escoltada pela polícia, hipócrita do CARALHO",1,1
"Leia a conversa da SÁBADO com o presidente do PNR,  sobre o  https://t.co/SmRJLqvG8i",0,0
Islão - 5 letras Bomba - 5 letras Coincidência??????,0,0
Se o Jonas fosse médico o Mário Soares tornava-se imortal,0,1
Um militante petista que já ameaçou atirar no Sérgio Moro tentou limpar a barra do PT horas antes da queda do avião _ https://t.co/vDtwOJ5Lwx,0,0
Começa pelo seu namorado  https://t.co/yxAMLnkOhM,0,0
Por ex obras em angola vieram ou nao do BNDES? Quero entender    _ https://t.co/9q1CjTsZyA,0,0
"Tpm é um saco, me sinto gorda e feia",0,1
"MOE AOS ESTUPRADORES!!!!!!! menos se for meu amigo de bancada, aí tá tranquilo",1,0
  Sou ou sou um bom cunhado?,0,0
"Bergoglio indo contra a realidade. Enquanto muçulmanos tem 10 filhos, papa quer menos católicos.  Papa comunista! https://t.co/4DPO78Ljo4",1,1
"O #PNR solidariza-se com a dor da família enlutada, pela morte de mais um Agente ao serviço da nossa Nação.  #GNR _ https://t.co/L4woxi9etD",0,0
 que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de direitos no Islão?,0,0
Fala ai mariquinhas e afins.... Como vai a falta de culhão para resolver qualquer coisinha ?,1,1
  10- Eu entendo que não. Acho que muito do buraco em que o Brasil se encontra decorre da ausência de empreendedores dis _,0,0
" vá lá, não sejas radical.",0,0
 os negro não tá nem aí pode usar o que quiser http://t.co/gX57yWDWvN,1,0
" estás a insinuar que algarvios, alentejanos, comunas e fachos não passam de uma cambada de rabetas?!",1,1
  Chegamos a Lisboaaaa,0,0
  Quando a vaga não oferece estado democrático de direito https://t.co/sbhAPj3Btp,0,0
"Se uma pessoa vê esse documentário e ainda acha que os refugiados não deveriam ser aceitos nos lugares, ela é muito sem coração.",1,0
"'Não temos capacidade de conter CRIMINOSOS, vamos então legalizar drogas pesadas.'  Um absurdo total, coisa de VAG _ https://t.co/LxYgnJU1SG",1,0
Leiam com atenção todos os lados antes de julgarem.... https://t.co/PSffXfqWzL,0,0
OLGA BENARIO Vai toma no cu https://t.co/ux61TtGZLh,1,1
  a ideia não é ter razão Nat podes entrar na conversa se tiveres ideias aprendemos todos os dias,0,0
"Decide aí se a mídia é golpista ou não, porra! https://t.co/MhUVUgLCre",0,0
 Estava a pensar no Trump. :),0,0
Deve ser essa a tal 'guinada à direita' que a imprensa tanto fala...  #piada #sótemsocialistanessamerda https://t.co/fsUQ4K9Xi3,0,0
"uns tem saco, nós temos culhões !!!!!!!!!!!!!!!!!!!",1,0
Oxente! Pq? Sou tão santa... rs...    oooooooooo maluca,0,0
parabens hugo chavez pela sua morte,1,0
tá pra nascer mulher burra como eu to sem celular pq esqueci o cabo do computador no estágio,1,1
BRASIL ACIMA DE TUDO  DEUS ACIMA DE TODOS AMEM,0,0
Meu Deus!! Que catracada do  no  Quis lacrar e se fodeu! https://t.co/p9CzFS1rlc,0,1
A Comissão Europeia afirmou que não hesitará em aplicar sanções contra os países que se recusam a receber... https://t.co/8h6HFv3dIj,0,0
" achei engraçado que ngm falou em direita aqui, mas vocês mesmo se entregam",0,0
"  Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler' https://t.co/Z5qbBxwYVA",0,0
WOLVERINE COM A VOZ DO CUMPADI WASHINGTON E DO MR CATRA EU TO CHORANDO,0,0
  Isso é GRAVÍSSIMO! Divulguem!!!! https://t.co/hXyqZW4u1q,0,0
"Confira entrevista da artista negra brasileira Priscila Rezende ao site LaplisiTol, um site construído por... https://t.co/z2RWLWknV5",0,0
" Puts, complicado... Mas, ele respeita tuas sensações? Se sim, ótimo. Tem que ver então como ele encara isso.. Seicomoé",0,0
"O PSOL foi seguir a ideologia comunista coreana onde se come cachorro, mas levaram muito ao pé da letra... https://t.co/AQAzISQzmz",1,0
'os funcionários mataram o menino no Habib's pq ele era negro e pobre' Hahahahhaha como se os funcionários do Habib's fossem ricos,0,1
"'Gay é expulso de casa por ser gay' Eu fui expulsa mesmo sendo hétero,sem ter feito nada O preconceito só é uma desculpe p/ a falta de amor",0,1
Cara vc é mto vida loka revolucionário da selvageria https://t.co/m3OATu3KO5,0,1
'Uma das conferências de imprensa mais eficazes que já vi!' - Rush Limbaugh. Muitos concordam. Mas a MÍDIA FALSA  d _ https://t.co/dsm3YdbuOk,0,0
"  olha esse campo, meu Deus, foram buscar notícia na oitava divisão hahahahahhaha",0,0
quando os mexicanos querem entrar nos eua pra roubar emprego https://t.co/0Bf0MHjjpI,0,1
 ele só vai preso se ele fizer uma piada com gorda...,1,1
  1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _,0,0
" meu celular é zero tbm, eu to apagando o cache todo dia mas não dá 10 da manhã ja ta travado",0,0
Vou falar viu. Tem mulher que é muito burra e não dá valor naquilo que tem!! PQP!,1,1
"'não sou vegetariano, sou VEGANO' GRANDE BOSTA FIO, NÃO COME CARNE PRA MIM NEM GENTE É #PAZ",1,1
Evitar carne de ganso (quizila de Oxum) Não comer carne de pombo ou galinha d'angola Não ter dentro de casa penas de pavão pq tiram a sorte,0,0
Matérias que deveriam ser obrigatórias (meninas) - PO/MATEM - Não seja uma vadia mentirosa - Romantismo: merda - Seja chupeteira,1,1
Curso de informática em Visconde do Rio Branco está com inscrição aberta https://t.co/NUa2lqUApzhttps://t.co/QZcBneT5Mh,0,0
" o cara é mil grau total, vou morrer",0,0
  'Luta politica e social para a igualdade de gêneros. Isso ja ocorre exceto no mundo islamico. O fe _ https://t.co/iQOYcMARVc,0,0
"JÁ, FAZ PAE, TOMO UM BANHO RELAXO E 15 MINUTOS DEPOIS VOU PRA BATALHA DE NOVO. SE A MULHER NÃO ENTENDER É MARMITA _ https://t.co/S0GZqJEv6r",0,0
"Atenção..dia 8 de Março, amanhã..de os parabéns para as pessoas certas !!     _ https://t.co/5mlejxnHL5",0,0
Como vai dar certo um pico desse? https://t.co/H8mKJx0vDj,1,0
A fdp não come carne e quer q vc tb não coma. Chupar meu pau ela não quer,1,1
  Alguém sabe de quem tenha perdido um Samsung Branco hoje?,0,0
Mitroglu marcou 1 golo em fora-de-jogo ontem na Amoreira? Marcou. Mas eu explico porquê #OverdoseDeTourette _ https://t.co/MCxi6sqlaG,0,0
"E o bacana é que a BBC apóia essa galera entrar indiscriminadamente nos EUA. Top, né? https://t.co/EPFRbE010f",1,0
"MULHER: É frágil, mas não otária. É sensível, mas não idiota. É fresca, mas não covarde. É fraca, mas não burra.",0,1
"Você deve estar se perguntando: o que isso tem a ver com a hashtag #PrimeiroAssédio, mas eu já chego nessa parte...",0,0
'....não tem barriga tem calo sexual...',0,1
"Cafagestes de Faro e Odemira (São Teotónio),no próximo fds,chegou finalmente a vossa vez. Bilhetes nos sitíos do co _ https://t.co/l2NNkNmjIh",0,0
  O jornalismo é um só. Deve se comprometer com a verdade. Com o relevante. Com o útil. Deve servir o povo + que poltcs.,0,0
Caso Rufino António não avança na Procuradoria Geral da República https://t.co/QfWF5UDHEf #notícia https://t.co/TypzzE4GDa,0,0
Que texto maravilhoso  https://t.co/0z6X2gevf6,0,0
Constroem obstáculos dentro das nossas casas em vez de expulsarem a serpente islâmica. Vergonha!  https://t.co/Nv1Iti6pdq,1,1
"o #BlocoEsquerda, promotor da Eutanásia, não tinha este tema no seu programa eleitoral. Isto é honesto?  https://t.co/CyYCcDKPj4",1,0
" Nao vi nenhuma feminista dando os parabéns a essas mulheres ,,,elas nao merecem por ser de direita? https://t.co/dZhLdFdOUz",1,1
Já poderia sair Logan em preto e branco com várias musica do Johnny Cash,0,0
 me senti segura nesse dia  https://t.co/UzcdIOTIYc,0,0
  Dortmund está pintada de vermelho e branco! #SejaOndeFor #UCL #BVBxSLB https://t.co/DjbtGk2uHh,0,0
Queria um ouro branco ou um twix,0,0
"cara, pode me chamar do que quiser! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/7MAYryjrWU",0,0
Então é Natal https://t.co/yuoIhHn8Fz,0,0
Rio Branco perde em casa (0-2 São José) https://t.co/vusPGJMVii,0,0
Um imigrante islâmico ataca uma mulher na Suécia em frente ao filho dela. É essa dose cultural que a esquerda apoia _ https://t.co/Xat2rTVPh8,1,1
 feliz dia pra ela tambem https://t.co/9DUdm6ugcL,0,0
" rezando eles são lindos..o problema é quando tão explodindo torres, boates e embaixadas",1,0
reclama que o temer é corrupto mas na hora de votar na dilma com ele de vice nem ligou né?,0,0
"Pode bater em mulher não, amiguinho. Larga de ser retardado",0,0
"   Segundo os esquerdopatas, vender o país pra China não tem problema.  Mas se os EUA comprar é imperialismo.",0,1
ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8,1,1
  Fufas trocam alma por pão fofo !,1,1
"De politicamente incorreto ao correto, Felipe Neto se enquadrou na moda atual do p. correto para ganhar grana dos o _ https://t.co/KVWjSYrL8f",1,0
"A corrida pela liderança do CND foi obviamente 'armação'. A escolha de Bernie, como ele próprio, nunca teve chance. _ https://t.co/K1Je1TMVPv",0,0
  eu queria dedicar esse tweet à minha sapatonice obrigada vida por ser sapatão bjs,1,1
 Feminismo:  -defende TODAS as pautas da esquerda. -é só a esquerda perder que faz protesto -nunca prote _ https://t.co/5yYYVvOsoL,0,0
PARABÉNS PRESIDENTE EDUARDO CUNHA,0,0
Vermelho verde no branco #red #green #mkvart #mkv #artcollector #buy #gallery #artoday #art https://t.co/1XBiws2vsK,0,0
  Tentar justificar como natural uma coisa que não é natural é o grande mal que a esquerda faz às crianças.,1,0
.  que tal se vcs levassem esse carro lá pra guerra da síria? será se os terroristas vão se emocionar e vão decretar #paz?,0,0
"desculpa, não entendo meme de filho da puta https://t.co/DcCI3tpycL",1,1
Se vc tiver 4 paus sim https://t.co/342moBcYQH,0,1
"'Oi, nós somos sapatão' KKKKKKKKKKKKKKKKKK",0,1
lei...LEI..para assassinato de fetos.... bolsonaro diz 'vc nao merece ser estuprada' pq da mulher irritando ele - i _ https://t.co/9UNLKInMK2,0,0
"  QUE NOITE TERRÍVEL, SONHEI QUE TINHA VOTADO NA CHAPA DILMA / TEMER E AJUDADO A ELEGER ESSA QUADRILHA... ACORDEI ALIVIADO _",0,0
Final de semana = foda-se !,0,0
 Tá no msn????,0,0
"A esquerdalha (protegida pelo sistema e pelos media), no seu melhor, a mostrar a tolerância que defende. #Nantes _ https://t.co/tMqoRAsR5x",1,0
  Para aquele comediante chama  que dizia que Bolsonaro estava sozinho. #BolsonaroMeRepresenta https://t.co _,0,0
Que mundinho pequeno esse de Sapatao ne  a gente descola cada fita da namoradinha dos outro,1,0
"  bicho, não volto mais pra apple nem fodendo",1,1
    que lindo é vermelho e branco!,0,0
"Viseu originou esta situação. Tenho a ligeira impressão que o Porto vai agravar o que vêem. Overdose de Tourette, 2 _ https://t.co/bqLjJLAW7L",0,0
Ter cabelo curto é uma desgraça se sempre tá feia e gorda,1,1
  'Refugiado' iraquiano estupra menino austríaco de 10 anos e alega 'emergência sexual' | https://t.co/1SM32tveCXhttps://t.c _,1,0
Alguém topa uma com a cabeça do  empalada? Dê fav pra testar https://t.co/YPC7OOzqJc,0,0
Comunista e hipocrisia são sinônimos https://t.co/gp422gm1Qe,1,0
" e não tem segredo, basta explicar a elas q o amor n tem limites de raças, etnia, género, físico e etc. isso é que é educar",0,0
LUAN SANTANA É ELEITO O NOVO PAPA  #ParabensLuanSantana #HabemusPapam #ChupaBrasil,0,0
 acho que não é a forma mais adequada para ensinar as crianças sobre este tipo de relacionamento.,0,0
 Vc é  ? E tem Twitter ?,0,0
  Amor e Sexo é um Encontro com Fátima Bernardes um pouco mais ligth...,0,0
as fufas celebram o dia da mulher?,1,1
Bom dia sapatão,1,1
Pssoas incríveis que só comem no Spoletto. rs. http://twitpic.com/23v6gt,0,0
Pessoas Ruivas e Onde Habitam,1,1
 falando como foi ser criado pelo  https://t.co/MWmhJKDpi3,0,0
"Gente, tá ABSURDAAAA a briga Jô Soares X  huahahhuahau",0,0
 vc ta no meio termo entre o idiota útil e a massa de manobra da esquerda   ,0,1
"  se você não tem uma prima sapatão, a prima sapatão é você",1,1
"Enciclopédia  : Futebol = hora sagrada, churrasco, cerveja gelada, não gosta vaza! fêmeas no shopping !",0,0
"Eu sei que para ser bonita não precisa ser magra, mas eu coloquei na minha fucking cabeça de que estou muito gorda e feia",0,0
"   Não Tanto Quanto Você Militante  Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _",1,0
#observador Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita _ https://t.co/TmjEC69oSt,1,0
"  ahahahahah os média?? São a maior pouca vergonha, manipuladores, tendenciosos. Mas... ainda continua a pensar no Trump? Livra!...",1,1
"   Viva o Islã! Religião que bate nas mulheres, apedreja, decapta, manda se cobrir dos pés à cabeça e q as feminista _",1,1
Um dia será o ar que respiramos  https://t.co/1gHF6Ko6zP#Portugal #RenovarPortugal,0,0
 eu quero ler um dele sobre o Islão pq parecia mt interessante. N faço ideia qual seja o ultimo q lançou tho,0,0
"... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!",1,1
"'....não manda ajustar a calça, deixa um espaço pra sua Smith & Wesson entrar em ação.'",0,0
Uma mulher que não concorda com o feminismo não tem outra definição a não ser burra.,1,1
   kkkkk... pelo menos é XX,0,0
"'A mulher tem que ser o que ela quiser' MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA",1,1
O cara promove e celebra o ASSASSINATO DE BEBÊS INDEFESOS NO VENTRE DA MÃE. Não existe grau maior de podridão. SE _ https://t.co/OSy9Bwcj6L,0,0
Preguiça de ir dormir...,0,0
Infelizmente isto não vai lá com petições. Os imbecis que promulgaram tal aberração têm a faca e o queijo na mão e _ https://t.co/JTaQDCXnAw,0,1
"  Interrupções voluntárias da gravidez (cultura de morte) 'legalmente' efectuadas nos hospitais, Portugal, 2001-2012 https: _",0,0
  O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk,0,0
"Uma #MulherDeVerdade gosta de agradar e dar carinho ao parceiro, mas não faz NADA  apenas pelo outro, ou que a desagrade.",0,0
"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou o noinha gritou: vai tia, vc ja ta muito gorda! hahahahahahahahaha",0,1
 2a da esquerda pra direita,0,0
  É ESSE CACHORRO AQUI https://t.co/THHVv4Rh5h,0,0
O Pensamento masculino. Sem rodeios! Bem vindo você homem. Você mulher. #revelações Aguarde!,0,0
Estão abertas as inscrições para a turma 2017 de 'Atinuké' - Grupo de estudos sobre o pensamento de mulheres... https://t.co/dhAEmv7g5Q,0,0
"Homem de verdade não bate em mulher! Isso é coisa de imbecil, de babaca, de covardes bundões.",0,1
"Adquira seu cupom pra dar pro clube do macho. Antes eram 4hs de chibata, agora são 8!! #BlackFriday",0,1
 5 - Rio de Janeiro,0,0
  td dia o msm post no ldrv perguntando cade as sapatao,1,1
"eu mandei argumentos baseados em fatos, lógica e verdades! Ela reponde com isso! hahahaha putz!!! https://t.co/prFqBrxi1R",0,0
"  Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no _",1,1
"Quer chamar atenção do marido organiza um grupal com as amigas pra ele, jumenta https://t.co/sHHSV1hg7a",1,1
Não aceitamos o faz-de-conta da hipocrisia. Lutamos contra a censura do sistema e o marxismo-cultural.   https://t.co/uME1JjUSTI,0,0
"  MEU NETO PEDIU PRA SER 'TRANS' COMPREI UM CARRINHO DE MÃO, AGORA ELE É TRANSPOADOR DE BRITA. DESLIGUEI DO  _",1,0
Não se esqueçam da hashtag #RacharLenhaPreta https://t.co/pQvcgCkrwe,1,0
V de Vingança é muito ruim tbm,0,0
A miudagem formatada que aqui comenta e ofende não percebe que 'decadente' significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0,0,0
Internet 2017: Um negro a chamar ironicamente sua namorada de 'preta' virou motivo para o movimento negro pautar e _ https://t.co/3TdJvRQ0GD,0,1
 fez um serviço na cara do Silvio Berlusconi !,1,0
No dia 10 de Junho de 2016 - Todos os caminhos vão dar ao Largo de Camões https://t.co/PWoSAsbq6k,0,0
"DT (((Ana Gomes, MEP))):  Maka Angola: Bento Kangamba Não Tem Juízo https://t.co/IT7BknsvtIhttps://t.co/5UK5X6w8JX",0,0
" sim, ontem em SP",0,0
 quero ver a cara do recauque quando a emili pegar o lider e joga a roberta no paredao aquela vaca fausa gorda e feia rsrrsrsrsr,1,1
"Democráticos eles, hein? Deveriam mudar o nome do partido para 'dictator-crats'. https://t.co/tWpkIfVN7T",0,0
#ICYMI: Declaração Conjunta com Presidente Trump e Primeiro Ministro Shinzo Abe sobre a Coréia do Norte. https://t.co/m9W57gOoLi,0,0
  Escutas e Interrogatórios a José Sócrates na Operação Marquês https://t.co/powAsdfjwHhttps://t.co/bCDnAjA6zE,0,0
Terrível! Acabo de descobrir que Obama 'grampeou' meu telefone na Trump Tower pouco antes da vitória. Nada encontra _ https://t.co/7Q8LZrR9q9,0,0
Esse é o nível da turma que faz uma pessoa de bem ficar desempregada por não seguir o politicamente correto e apoia _ https://t.co/mVfQ9OKdFP,0,1
"  tinha uma mosca aqui e eu tirei a tela pra ela sair, mas ela não saía,  eu: vc é burra, minha filha aí uma mulher passou na _",1,0
" se for gorda, feia, mt magra, isso e aquilo, é DA MULHER e não de uma mulher específica cara....aiai vou nem falar mais nada",0,0
"- 'Ain o Dória está indo bem nesse últimos 2 meses,se ele candidatar para presidente pelo PSDB em 2018 votaria nele _ https://t.co/0Y3fFPk7Bm",0,0
Fãs de Justin Bieber e seus acessórios https://t.co/IESZyMre5y,0,0
no capitalismo eu posso pegar pokemon e aí https://t.co/Z7G92JzToX,0,0
" velho, querem censurar o melhor conteúdo humor político da direita?? Vai se foder OAB-SP",1,1
contra fatos não há argumentos https://t.co/4FU37ZiRCz,1,0
"  Esse sorriso é branco, mas não é por causa da Colgate https://t.co/I9H1bR4i8k",0,0
feministas defendem uso de hijab como se fosseEMPODERAMENTO mas nem mencionam q se a mulher não usar o marido espan _ https://t.co/2FfWOByp4d,1,0
  Muçulmanos vandalizam lápides de judeus e cristãos https://t.co/34oF7ej9Pr,1,1
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,0,0
"Ué, mas elas acabaram de falar que NÃO querem igualdade na aposentadoria e no metrô... Ué?? https://t.co/1GRblAmM80",0,0
"FONGAS, FUFAS, SAPATONAS, LÉSBICAS – Capazes https://t.co/VRksVR4JsT",1,0
" Gosto não, acho ela bonita nao, nem nada nao... huahahaauahauhau",0,0
Aí #TheWalkingDead deixa de ser sobre zumbis e vira jogos mortais,0,0
